id,sex,weight,height,bmi
B33920,Male,81.65,1.65,29.95
B33921,Male,95.25,1.85,27.71
B33935,Male,81.19,1.73,27.22
B33945,Male,83.91,1.8,25.8
B33949,Male,97.52,1.8,29.99
B33974,Male,65.32,1.6,25.51
B33979,Male,77.11,1.63,29.18
B33991,Male,81.19,1.7,28.04
B34006,Male,90.72,1.8,27.89
B34009,Male,92.08,1.88,26.06
B34013,Male,90.72,1.73,30.41
B34016,Male,113.4,1.75,36.92
B34035,Male,95.25,1.93,25.56
B34046,Male,97.52,1.73,32.69
B34052,Male,94.35,1.83,28.21
B34068,Male,106.14,1.85,30.87
B34102,Male,81.19,1.7,28.04
B34110,Male,77.11,1.8,23.71
B34113,Male,88.45,1.78,27.98
B34114,Male,77.56,1.68,27.6
B34119,Male,69.4,2.11,15.61
B34124,Male,56.7,1.9,15.62
B34144,Male,88.9,1.78,28.12
B34147,Male,85.28,1.63,32.27
B34173,Male,88.0,1.7,30.38
B34180,Male,95.25,1.73,31.93
B34203,Male,113.4,1.83,33.91
B34229,Male,90.72,1.75,29.53
B34246,Male,75.3,1.88,21.31
B34254,Male,74.84,1.57,30.18
B34277,Male,97.52,1.9,26.87
B34307,Male,117.93,1.78,37.31
B34315,Male,72.57,1.7,25.06
B34325,Male,85.28,1.73,28.58
B34329,Male,74.84,1.8,23.01
B34377,Male,81.65,1.65,29.95
B34379,Male,136.98,1.9,37.75
B34409,Male,77.11,1.68,27.44
B34424,Male,95.71,1.8,29.43
B34425,Male,68.95,1.78,21.81
B34439,Male,60.33,1.73,20.22
B34441,Male,83.91,1.73,28.13
B34443,Male,86.18,1.88,24.39
B34445,Male,111.13,1.8,34.17
B34453,Male,120.2,1.83,35.94
B34475,Male,108.86,1.85,31.66
B34484,Male,70.31,1.65,25.79
B34492,Male,102.06,1.73,34.21
B34503,Male,86.18,1.8,26.5
B34504,Male,106.14,1.83,31.74
B34511,Male,98.43,1.73,32.99
B34514,Male,96.16,1.65,35.28
B34541,Male,127.46,1.75,41.5
B34549,Male,83.91,1.85,24.41
B34553,Male,94.35,1.88,26.71
B34576,Male,88.9,1.8,27.34
B34577,Male,111.58,1.75,36.33
B34589,Male,92.99,1.7,32.11
B34597,Male,68.04,1.73,22.81
B34605,Male,72.57,1.8,22.32
B34606,Male,119.75,1.73,40.14
B34610,Male,108.86,1.73,36.49
B34639,Male,124.74,1.8,38.35
B34642,Male,86.18,1.7,29.76
B34647,Male,113.85,1.93,30.55
B34663,Male,83.91,1.75,27.32
B34684,Male,90.72,1.85,26.39
B34694,Male,74.84,1.7,25.84
B34707,Male,76.66,1.83,22.92
B34728,Male,95.71,1.8,29.43
B34730,Male,77.11,1.7,26.63
B34738,Male,76.2,1.75,24.81
B34758,Male,88.45,1.83,26.45
B34759,Male,81.65,1.68,29.05
B34764,Male,113.4,1.73,38.01
B34776,Male,92.99,1.73,31.17
B34783,Male,96.62,1.85,28.1
B34787,Male,83.91,1.75,27.32
B34791,Male,108.86,1.88,30.81
B34800,Male,80.74,1.78,25.54
B34810,Male,65.77,1.6,25.69
B34811,Male,52.16,1.7,18.01
B34818,Male,72.57,1.6,28.34
B34824,Male,111.58,1.68,39.7
B34835,Male,119.75,1.83,35.8
B34837,Male,98.43,1.9,27.12
B34846,Male,79.83,1.68,28.41
B34885,Male,58.97,1.73,19.77
B34904,Male,92.08,1.75,29.98
B34909,Male,65.77,1.8,20.22
B34915,Male,88.45,1.73,29.65
B34926,Male,78.47,1.88,22.21
B34927,Male,86.18,1.75,28.06
B34940,Male,95.25,1.68,33.89
B34951,Male,106.59,2.01,26.47
B34965,Male,85.28,1.73,28.58
B34981,Male,72.57,1.7,25.06
B35014,Male,89.81,1.68,31.96
B35018,Male,75.3,1.73,25.24
B35035,Male,83.91,1.85,24.41
B35044,Male,73.94,1.75,24.07
B35067,Male,102.06,1.78,32.28
B35078,Male,77.56,1.85,22.56
B35082,Male,82.1,1.68,29.21
B35083,Male,81.19,1.73,27.22
B35099,Male,94.35,1.83,28.21
B35100,Male,79.83,1.83,23.87
B35101,Male,124.74,1.78,39.46
B35126,Male,83.91,1.75,27.32
B35132,Male,80.74,1.78,25.54
B35153,Male,90.72,1.83,27.12
B35157,Male,92.99,1.75,30.27
B35158,Male,90.72,1.78,28.7
B35162,Male,,,
B35169,Male,82.55,1.8,25.38
B35183,Male,83.91,1.75,27.32
B35185,Male,59.87,1.65,21.97
B35228,Male,83.01,1.78,26.26
B35230,Male,117.93,1.68,41.96
B35236,Male,97.52,1.78,30.85
B35254,Male,62.14,1.75,20.23
B35273,Male,74.84,1.65,27.46
B35276,Male,92.99,1.8,28.59
B35283,Male,90.26,1.88,25.55
B35294,Male,88.45,1.7,30.54
B35301,Male,78.47,1.65,28.79
B35320,Male,70.31,1.6,27.46
B35338,Male,75.75,1.7,26.16
B35342,Male,68.04,1.7,23.49
B35357,Male,95.25,1.9,26.25
B35359,Male,104.33,1.85,30.34
B35391,Male,92.99,1.83,27.8
B35411,Male,133.81,1.85,38.92
B35419,Male,104.78,1.75,34.11
B35424,Male,84.37,1.68,30.02
B35425,Male,100.24,1.85,29.16
B35431,Male,74.84,1.75,24.37
B35439,Male,81.65,1.85,23.75
B35457,Male,91.17,1.85,26.52
B35462,Male,92.99,1.7,32.11
B35463,Male,101.6,1.83,30.38
B35477,Male,90.72,1.7,31.32
B35485,Male,113.4,1.65,41.6
B35499,Male,89.36,1.78,28.27
B35500,Male,63.5,1.73,21.29
B35507,Male,149.69,1.83,44.76
B35527,Male,81.65,1.75,26.58
B35540,Male,82.1,1.68,29.21
B35542,Male,82.1,1.83,24.55
B35580,Male,74.39,1.73,24.94
B35591,Male,86.18,1.75,28.06
B35600,Male,87.09,1.83,26.04
B35603,Male,106.59,1.68,37.93
B35616,Male,74.84,1.7,25.84
B35617,Male,106.59,1.75,34.7
B35662,Male,86.18,1.85,25.07
B35669,Male,77.11,1.75,25.1
B35673,Male,88.45,1.65,32.45
B35676,Male,103.42,1.78,32.71
B35680,Male,102.51,1.85,29.82
B35697,Male,120.66,1.88,34.15
B35701,Male,90.72,1.73,30.41
B35722,Male,106.59,1.83,31.87
B35741,Male,99.79,1.8,30.68
B35745,Male,88.9,1.73,29.8
B35752,Male,85.28,1.83,25.5
B35754,Male,113.4,1.93,30.43
B35755,Male,82.1,1.83,24.55
B35790,Male,104.33,1.78,33.0
B35792,Male,90.72,1.7,31.32
B35803,Male,69.4,1.85,20.19
B35806,Male,79.38,1.8,24.41
B35807,Male,90.72,1.8,27.89
B35809,Male,64.86,1.83,19.39
B35813,Male,86.18,1.8,26.5
B35815,Male,66.68,1.68,23.73
B35817,Male,95.25,1.8,29.29
B35827,Male,81.19,1.75,26.43
B35830,Male,100.24,1.8,30.82
B35835,Male,83.91,1.73,28.13
B35843,Male,86.18,1.73,28.89
B35855,Male,68.04,1.88,19.26
B35866,Male,126.55,1.88,35.82
B35869,Male,96.16,1.93,25.81
B35875,Male,79.38,1.83,23.73
B35907,Male,97.52,1.68,34.7
B35928,Male,127.01,1.83,37.97
B35933,Male,98.88,1.85,28.76
B35934,Male,95.25,1.7,32.89
B35937,Male,95.25,1.85,27.71
B35965,Male,67.59,1.7,23.34
B35975,Male,127.01,1.73,42.57
B35990,Male,103.87,1.7,35.87
B35991,Male,81.65,1.75,26.58
B35997,Male,79.38,1.78,25.11
B36013,Male,77.11,1.73,25.85
B36030,Male,65.77,1.65,24.13
B36036,Male,90.72,1.65,33.28
B36049,Male,88.45,1.78,27.98
B36053,Male,99.79,1.7,34.46
B36110,Male,90.72,1.83,27.12
B36133,Male,79.38,1.68,28.25
B36150,Male,126.55,1.73,42.42
B36166,Male,90.72,1.9,25.0
B36168,Male,106.59,1.78,33.72
B36186,Male,90.72,1.8,27.89
B36190,Male,149.69,1.8,46.03
B36195,Male,83.91,1.73,28.13
B36204,Male,89.36,1.85,25.99
B36206,Male,86.18,1.78,27.26
B36208,Male,79.38,1.8,24.41
B36236,Male,95.25,1.8,29.29
B36250,Male,94.35,1.8,29.01
B36280,Male,77.56,1.8,23.85
B36281,Male,91.63,1.68,32.6
B36284,Male,92.99,1.8,28.59
B36310,Male,87.09,1.73,29.19
B36318,Male,84.37,1.73,28.28
B36320,Male,57.15,1.57,23.05
B36331,Male,97.52,1.8,29.99
B36341,Male,81.65,1.85,23.75
B36368,Male,58.97,1.7,20.36
B36373,Male,136.08,1.73,45.61
B36401,Male,81.65,1.8,25.1
B36402,Male,110.68,1.7,38.22
B36437,Male,73.48,1.68,26.15
B36478,Male,97.52,1.75,31.75
B36515,Male,90.72,1.75,29.53
B36520,Male,124.74,1.88,35.31
B36538,Male,92.99,1.85,27.05
B36545,Male,77.11,1.73,25.85
B36553,Male,80.29,1.78,25.4
B36554,Male,117.03,1.7,40.41
B36564,Male,92.99,1.83,27.8
B36570,Male,99.79,1.75,32.49
B36646,Male,72.57,1.75,23.63
B36648,Male,90.72,1.73,30.41
B36672,Male,90.72,1.75,29.53
B36674,Male,76.2,1.65,27.96
B36676,Male,88.45,1.93,23.74
B36679,Male,78.93,1.75,25.7
B36680,Male,72.57,1.63,27.46
B36689,Male,81.65,1.65,29.95
B36730,Male,77.11,1.75,25.1
B36738,Male,90.72,1.7,31.32
B36742,Male,77.11,1.75,25.1
B36748,Male,92.53,1.7,31.95
B36756,Male,95.71,1.73,32.08
B36757,Male,83.91,1.75,27.32
B36760,Male,113.4,1.83,33.91
B36789,Male,117.93,1.78,37.31
B36791,Male,99.79,1.78,31.57
B36796,Male,115.67,1.85,33.64
B36806,Male,73.94,1.73,24.78
B36810,Male,86.18,1.78,27.26
B36829,Male,99.79,1.78,31.57
B36832,Male,74.84,1.68,26.63
B36835,Male,83.91,1.78,26.54
B36860,Male,100.24,1.7,34.61
B36879,Male,80.74,1.75,26.29
B36888,Male,81.65,1.73,27.37
B36892,Male,74.84,1.7,25.84
B36896,Male,81.65,1.83,24.41
B36900,Male,63.5,1.63,24.03
B36906,Male,106.59,1.75,34.7
B36918,Male,95.25,1.9,26.25
B36928,Male,111.58,1.8,34.31
B36938,Male,99.79,1.7,34.46
B36941,Male,90.72,1.8,27.89
B36946,Male,77.11,1.73,25.85
B36949,Male,117.93,1.9,32.5
B36972,Male,95.25,1.93,25.56
B36976,Male,82.55,1.8,25.38
B36979,Male,102.06,1.83,30.52
B36987,Male,95.25,1.73,31.93
B36993,Male,95.25,1.83,28.48
B37012,Male,80.29,1.78,25.4
B37031,Male,88.45,1.68,31.47
B37039,Male,81.65,1.75,26.58
B37046,Male,113.4,1.85,32.98
B37054,Male,118.39,1.8,36.4
B37061,Male,117.93,1.83,35.26
B37065,Male,92.99,1.8,28.59
B37071,Male,99.79,1.73,33.45
B37084,Male,98.43,1.83,29.43
B37085,Male,95.25,1.83,28.48
B37089,Male,83.91,1.75,27.32
B37111,Male,77.11,1.7,26.63
B37118,Male,108.86,1.73,36.49
B37120,Male,77.56,1.7,26.78
B37124,Male,59.87,1.75,19.49
B37130,Male,83.91,1.83,25.09
B37141,Male,58.97,1.73,19.77
B37164,Male,117.93,1.96,30.83
B37171,Male,114.76,1.96,30.0
B37179,Male,83.91,1.75,27.32
B37180,Male,124.74,1.8,38.35
B37195,Male,123.38,1.68,43.9
B37198,Male,72.57,1.75,23.63
B37216,Male,95.25,1.83,28.48
B37217,Male,111.58,1.75,36.33
B37232,Male,65.77,1.6,25.69
B37246,Male,122.47,1.85,35.62
B37258,Male,90.72,1.8,27.89
B37282,Male,72.57,1.73,24.33
B37286,Male,102.06,1.93,27.39
B37294,Male,77.11,1.65,28.29
B37298,Male,102.51,1.75,33.37
B37305,Male,113.4,1.8,34.87
B37307,Male,84.82,1.68,30.18
B37310,Male,92.99,1.75,30.27
B37315,Male,68.95,1.7,23.81
B37340,Male,102.97,1.88,29.14
B37342,Male,70.31,1.8,21.62
B37345,Male,124.74,1.83,37.3
B37380,Male,106.14,1.96,27.75
B37383,Male,88.45,1.88,25.04
B37386,Male,63.5,1.85,18.47
B37400,Male,63.96,1.73,21.44
B37417,Male,97.52,1.7,33.67
B37419,Male,99.79,1.78,31.57
B37427,Male,97.52,1.88,27.6
B37439,Male,72.57,1.88,20.54
B37440,Male,108.86,1.75,35.44
B37441,Male,87.09,1.78,27.55
B37442,Male,96.16,1.73,32.23
B37444,Male,90.72,1.9,25.0
B37456,Male,71.21,1.7,24.59
B37458,Male,79.83,1.7,27.57
B37469,Male,95.25,1.85,27.71
B37476,Male,99.79,1.75,32.49
B37481,Male,101.6,1.55,42.32
B37483,Male,82.1,1.7,28.35
B37489,Male,98.88,1.75,32.19
B37502,Male,89.36,1.73,29.95
B37516,Male,107.95,1.9,29.75
B37543,Male,74.84,1.78,23.67
B37547,Male,90.72,1.8,27.89
B37555,Male,113.4,1.83,33.91
B37557,Male,75.75,1.75,24.66
B37562,Male,61.23,1.7,21.14
B37563,Male,118.84,1.75,38.69
B37564,Male,92.08,1.9,25.37
B37581,Male,82.1,1.73,27.52
B37604,Male,79.83,1.65,29.29
B37606,Male,82.55,1.7,28.5
B37619,Male,86.18,1.75,28.06
B37651,Male,132.9,1.85,38.66
B37667,Male,99.79,1.83,29.84
B37677,Male,77.11,1.75,25.1
B37685,Male,124.74,1.8,38.35
B37707,Male,79.83,1.8,24.55
B37715,Male,95.71,1.75,31.16
B37732,Male,95.25,1.88,26.96
B37735,Male,90.72,1.83,27.12
B37741,Male,86.64,1.75,28.21
B37763,Male,90.72,1.73,30.41
B37772,Male,102.06,1.8,31.38
B37777,Male,92.53,1.83,27.67
B37778,Male,66.22,1.65,24.3
B37804,Male,120.66,1.85,35.09
B37887,Male,102.06,1.8,31.38
B37902,Male,108.86,1.8,33.47
B37920,Male,80.29,1.73,26.91
B37923,Male,88.0,1.78,27.84
B37965,Male,88.45,1.68,31.47
B37968,Male,62.6,1.78,19.8
B38011,Male,90.72,1.7,31.32
B38014,Male,75.3,1.78,23.82
B38025,Male,89.81,1.88,25.42
B38027,Male,70.31,1.78,22.24
B38033,Male,85.73,1.8,26.36
B38056,Male,76.2,1.75,24.81
B38060,Male,96.62,1.85,28.1
B38069,Male,86.18,1.8,26.5
B38080,Male,73.94,1.75,24.07
B38102,Male,86.18,1.8,26.5
B38120,Male,122.47,1.8,37.66
B38130,Male,55.79,1.8,17.15
B38132,Male,92.99,1.75,30.27
B38138,Male,75.3,1.85,21.9
B38148,Male,115.67,1.7,39.94
B38164,Male,71.21,1.65,26.13
B38171,Male,106.14,1.73,35.58
B38180,Male,114.76,1.78,36.3
B38183,Male,98.88,1.83,29.57
B38185,Male,97.52,1.73,32.69
B38212,Male,81.65,1.63,30.9
B38219,Male,99.79,1.78,31.57
B38233,Male,104.33,1.88,29.53
B38250,Male,109.32,1.85,31.8
B38273,Male,90.72,1.78,28.7
B38274,Male,108.86,1.83,32.55
B38286,Male,81.65,1.73,27.37
B38288,Male,88.45,1.73,29.65
B38295,Male,99.79,1.9,27.5
B38332,Male,88.45,1.83,26.45
B38338,Male,99.79,1.78,31.57
B38352,Male,107.95,1.85,31.4
B38358,Male,92.53,1.8,28.45
B38362,Male,81.65,1.75,26.58
B38371,Male,73.03,1.65,26.79
B38379,Male,91.63,1.75,29.83
B38380,Male,72.57,1.73,24.33
B38382,Male,106.14,1.7,36.65
B38416,Male,111.13,1.85,32.32
B38418,Male,145.15,1.75,47.26
B38420,Male,63.5,1.8,19.53
B38433,Male,95.25,1.88,26.96
B38439,Male,92.99,1.88,26.32
B38443,Male,86.18,1.85,25.07
B38446,Male,95.25,1.85,27.71
B38457,Male,68.95,1.75,22.45
B38463,Male,95.25,1.7,32.89
B38464,Male,86.18,1.73,28.89
B38485,Male,82.1,1.83,24.55
B38488,Male,97.52,1.85,28.37
B38519,Male,81.65,1.85,23.75
B38536,Male,81.19,1.7,28.04
B38539,Male,82.1,1.68,29.21
B38545,Male,88.45,1.85,25.73
B38549,Male,90.72,1.8,27.89
B38560,Male,72.57,1.75,23.63
B38579,Male,94.35,1.75,30.72
B38583,Male,90.72,1.83,27.12
B38584,Male,88.45,1.85,25.73
B38609,Male,94.8,1.63,35.87
B38634,Male,92.99,1.78,29.41
B38648,Male,92.99,1.73,31.17
B38657,Male,74.84,1.75,24.37
B38661,Male,65.32,1.75,21.26
B38682,Male,77.56,1.8,23.85
B38690,Male,104.33,1.78,33.0
B38702,Male,81.65,1.78,25.83
B38703,Male,103.87,1.75,33.82
B38708,Male,91.63,1.8,28.17
B38711,Male,106.59,1.75,34.7
B38725,Male,80.74,1.88,22.85
B38759,Male,98.88,1.78,31.28
B38775,Male,77.11,1.83,23.06
B38778,Male,98.43,1.75,32.04
B38801,Male,88.45,1.75,28.8
B38811,Male,83.91,1.7,28.97
B38836,Male,68.49,1.65,25.13
B38856,Male,68.04,1.73,22.81
B38865,Male,86.18,1.75,28.06
B38873,Male,92.53,1.7,31.95
B38874,Male,88.45,1.68,31.47
B38876,Male,93.44,1.83,27.94
B38888,Male,99.79,1.85,29.03
B38915,Male,107.5,1.83,32.14
B38939,Male,98.88,1.78,31.28
B38967,Male,136.08,1.83,40.69
B38970,Male,104.33,1.68,37.12
B38982,Male,81.65,1.75,26.58
B38997,Male,108.86,1.88,30.81
B38999,Male,102.06,1.85,29.68
B39010,Male,85.73,1.85,24.94
B39014,Male,113.85,1.73,38.16
B39041,Male,114.31,1.85,33.25
B39044,Male,75.3,1.73,25.24
B39058,Male,104.33,1.68,37.12
B39079,Male,70.31,1.7,24.28
B39082,Male,97.52,1.83,29.16
B39085,Male,85.28,1.75,27.76
B39094,Male,104.33,1.78,33.0
B39138,Male,92.99,1.83,27.8
B39164,Male,102.06,1.78,32.28
B39187,Male,71.67,1.68,25.5
B39230,Male,63.96,1.7,22.08
B39231,Male,81.65,1.75,26.58
B39240,Male,78.93,1.68,28.08
B39313,Male,104.33,1.85,30.34
B39335,Male,63.5,1.78,20.09
B39336,Male,117.93,1.83,35.26
B39346,Male,90.26,1.73,30.26
B39348,Male,104.33,1.7,36.02
B39355,Male,74.84,1.8,23.01
B39357,Male,68.04,1.65,24.96
B39372,Male,85.73,1.75,27.91
B39393,Male,75.75,1.78,23.96
B39395,Male,72.57,1.83,21.7
B39414,Male,81.65,1.8,25.1
B39439,Male,98.88,1.85,28.76
B39449,Male,74.84,1.85,21.77
B39455,Male,93.44,1.7,32.26
B39476,Male,63.5,1.68,22.6
B39488,Male,86.64,1.85,25.2
B39495,Male,95.25,1.8,29.29
B39506,Male,113.4,1.78,35.87
B39508,Male,81.65,1.73,27.37
B39513,Male,106.59,1.78,33.72
B39522,Male,77.11,1.73,25.85
B39523,Male,97.98,1.75,31.9
B39526,Male,115.67,1.83,34.58
B39543,Male,86.18,1.73,28.89
B39574,Male,91.63,1.75,29.83
B39580,Male,83.91,1.75,27.32
B39588,Male,72.12,1.75,23.48
B39595,Male,97.98,1.83,29.29
B39597,Male,97.52,1.68,34.7
B39612,Male,72.57,1.7,25.06
B39630,Male,70.31,1.68,25.02
B39634,Male,103.87,1.85,30.21
B39640,Male,90.72,1.73,30.41
B39649,Male,79.38,1.83,23.73
B39661,Male,97.52,1.85,28.37
B39666,Male,106.59,1.75,34.7
B39682,Male,79.38,1.9,21.87
B39698,Male,99.79,1.83,29.84
B39700,Male,102.06,1.8,31.38
B39726,Male,76.2,1.93,20.45
B39748,Male,79.38,1.73,26.61
B39752,Male,86.18,1.65,31.62
B39758,Male,81.65,1.65,29.95
B39776,Male,104.33,1.78,33.0
B39779,Male,83.91,1.63,31.75
B39784,Male,86.64,1.57,34.93
B39786,Male,88.45,1.68,31.47
B39819,Male,93.44,1.78,29.56
B39841,Male,95.25,1.7,32.89
B39842,Male,68.04,1.73,22.81
B39866,Male,90.72,1.8,27.89
B39872,Male,87.09,1.8,26.78
B39891,Male,81.65,1.7,28.19
B39900,Male,78.93,1.88,22.34
B39906,Male,81.65,1.8,25.1
B39912,Male,68.49,1.83,20.48
B39920,Male,84.37,1.73,28.28
B39921,Male,70.31,1.75,22.89
B39923,Male,76.2,1.83,22.78
B39932,Male,65.77,1.8,20.22
B39939,Male,99.79,1.8,30.68
B39940,Male,133.81,1.85,38.92
B39948,Male,77.11,1.83,23.06
B39955,Male,73.48,1.73,24.63
B39967,Male,102.06,1.88,28.89
B39970,Male,77.11,1.85,22.43
B39991,Male,104.33,1.88,29.53
B40003,Male,97.07,1.8,29.85
B40009,Male,83.46,1.78,26.4
B40022,Male,104.33,1.75,33.96
B40048,Male,69.85,1.73,23.42
B40058,Male,81.65,1.75,26.58
B40078,Male,83.46,1.75,27.17
B40080,Male,105.23,1.75,34.26
B40099,Male,86.18,1.75,28.06
B40109,Male,95.25,1.83,28.48
B40115,Male,99.79,1.8,30.68
B40121,Male,79.38,1.8,24.41
B40127,Male,107.95,1.93,28.97
B40158,Male,112.49,1.8,34.59
B40165,Male,106.14,1.8,32.64
B40186,Male,86.18,1.83,25.77
B40189,Male,124.74,1.85,36.28
B40194,Male,104.33,1.75,33.96
B40225,Male,68.04,1.52,29.29
B40232,Male,81.65,1.88,23.11
B40238,Male,106.59,1.9,29.37
B40241,Male,115.67,1.85,33.64
B40249,Male,104.33,1.68,37.12
B40292,Male,95.25,1.83,28.48
B40297,Male,90.72,1.83,27.12
B40305,Male,89.81,1.85,26.12
B40331,Male,69.85,1.65,25.63
B40353,Male,111.58,1.75,36.33
B40363,Male,76.66,1.65,28.12
B40370,Male,115.67,1.83,34.58
B40376,Male,82.1,1.8,25.24
B40379,Male,104.33,1.75,33.96
B40395,Male,105.69,1.9,29.12
B40400,Male,99.79,1.78,31.57
B40443,Male,67.13,1.75,21.86
B40453,Male,75.75,1.7,26.16
B40470,Male,97.52,1.83,29.16
B40498,Male,68.04,1.7,23.49
B40502,Male,104.33,1.85,30.34
B40507,Male,90.26,1.8,27.75
B40524,Male,83.91,1.75,27.32
B40550,Male,74.84,1.7,25.84
B40569,Male,61.69,1.7,21.3
B40578,Male,97.07,1.75,31.6
B40582,Male,104.33,1.83,31.19
B40585,Male,90.72,1.8,27.89
B40591,Male,102.06,1.83,30.52
B40595,Male,81.65,1.75,26.58
B40600,Male,95.25,1.68,33.89
B40604,Male,84.37,1.83,25.23
B40615,Male,93.44,1.78,29.56
B40627,Male,86.18,1.7,29.76
B40639,Male,104.33,1.85,30.34
B40647,Male,108.86,1.88,30.81
B40648,Male,88.45,1.75,28.8
B40650,Male,86.18,1.83,25.77
B40669,Male,117.48,1.9,32.37
B40681,Male,79.38,1.8,24.41
B40721,Male,99.34,1.78,31.42
B40728,Male,68.04,1.63,25.75
B40730,Male,63.5,1.75,20.67
B40757,Male,78.47,1.7,27.1
B40768,Male,127.01,2.03,30.76
B40790,Male,90.72,1.7,31.32
B40794,Male,109.77,1.75,35.74
B40795,Male,86.18,1.75,28.06
B40807,Male,79.38,1.7,27.41
B40820,Male,95.25,1.75,31.01
B40823,Male,102.06,1.8,31.38
B40829,Male,86.18,1.68,30.67
B40832,Male,78.93,1.8,24.27
B40837,Male,79.38,1.85,23.09
B40849,Male,58.97,1.57,23.78
B40854,Male,68.04,1.63,25.75
B40872,Male,74.84,1.65,27.46
B40889,Male,90.72,1.73,30.41
B40896,Male,102.06,1.75,33.23
B40915,Male,86.18,1.85,25.07
B40916,Male,102.06,1.93,27.39
B40922,Male,86.64,1.78,27.41
B40944,Male,95.25,1.78,30.13
B40950,Male,74.84,1.68,26.63
B40958,Male,90.72,1.7,31.32
B40959,Male,81.65,1.88,23.11
B40962,Male,77.56,1.75,25.25
B40963,Male,112.94,1.83,33.77
B40964,Male,83.46,1.73,27.98
B40996,Male,130.18,1.8,40.03
B41013,Male,75.3,1.65,27.62
B41035,Male,90.72,1.75,29.53
B41051,Male,119.75,1.75,38.99
B41060,Male,79.38,1.7,27.41
B41073,Male,68.95,1.78,21.81
B41089,Male,86.18,1.75,28.06
B41113,Male,74.84,1.68,26.63
B41129,Male,136.08,1.8,41.84
B41154,Male,90.72,1.88,25.68
B41158,Male,122.47,1.85,35.62
B41168,Male,72.57,1.65,26.63
B41169,Male,109.77,1.73,36.8
B41175,Male,136.08,1.8,41.84
B41178,Male,90.72,1.7,31.32
B41183,Male,102.51,1.8,31.52
B41185,Male,99.79,1.8,30.68
B41194,Male,86.18,1.78,27.26
B41197,Male,99.79,1.73,33.45
B41215,Male,86.64,1.75,28.21
B41219,Male,91.17,1.68,32.44
B41222,Male,195.04,1.96,50.99
B41225,Male,86.18,1.65,31.62
B41234,Male,85.73,1.9,23.62
B41266,Male,73.94,1.73,24.78
B41299,Male,86.18,1.7,29.76
B41303,Male,70.31,1.6,27.46
B41332,Male,148.32,1.85,43.14
B41343,Male,67.13,1.68,23.89
B41391,Male,,,
B41393,Male,80.74,1.68,28.73
B41401,Male,127.01,1.83,37.97
B41409,Male,84.82,1.78,26.83
B41412,Male,63.5,1.63,24.03
B41418,Male,91.17,1.73,30.56
B41440,Male,104.33,1.73,34.97
B41441,Male,105.23,1.73,35.28
B41448,Male,74.84,1.68,26.63
B41488,Male,97.52,1.7,33.67
B41490,Male,111.13,1.75,36.18
B41501,Male,74.84,1.7,25.84
B41502,Male,90.72,1.73,30.41
B41512,Male,104.33,1.93,28.0
B41537,Male,95.25,1.78,30.13
B41549,Male,83.91,1.85,24.41
B41550,Male,79.38,1.83,23.73
B41555,Male,72.57,1.83,21.7
B41557,Male,99.79,1.68,35.51
B41577,Male,79.38,1.68,28.25
B41594,Male,84.82,1.65,31.12
B41596,Male,111.13,1.75,36.18
B41612,Male,81.65,1.83,24.41
B41622,Male,81.19,1.65,29.79
B41625,Male,81.65,1.85,23.75
B41626,Male,88.0,1.78,27.84
B41629,Male,79.38,1.83,23.73
B41630,Male,90.72,1.7,31.32
B41670,Male,83.91,1.83,25.09
B41678,Male,72.57,1.78,22.96
B41697,Male,121.56,1.88,34.41
B41725,Male,104.33,1.8,32.08
B41743,Male,79.38,1.73,26.61
B41749,Male,104.33,1.8,32.08
B41750,Male,92.99,1.78,29.41
B41761,Male,64.41,1.78,20.37
B41769,Male,77.11,1.85,22.43
B41773,Male,90.72,1.68,32.28
B41795,Male,88.45,1.75,28.8
B41836,Male,108.86,1.78,34.44
B41839,Male,106.59,1.73,35.73
B41845,Male,63.5,1.7,21.93
B41871,Male,84.82,1.8,26.08
B41875,Male,93.89,1.83,28.07
B41881,Male,97.52,1.8,29.99
B41897,Male,70.76,1.68,25.18
B41920,Male,117.93,1.93,31.65
B41924,Male,79.38,1.83,23.73
B41926,Male,99.79,1.83,29.84
B41927,Male,140.61,2.03,34.05
B41931,Male,108.86,1.88,30.81
B41941,Male,89.81,1.8,27.62
B41949,Male,68.04,1.73,22.81
B41956,Male,95.25,1.7,32.89
B41962,Male,69.85,1.75,22.74
B41973,Male,80.74,1.93,21.67
B41996,Male,77.11,1.8,23.71
B41999,Male,67.13,1.65,24.63
B42007,Male,86.18,1.93,23.13
B42008,Male,78.02,1.68,27.76
B42024,Male,83.91,1.78,26.54
B42028,Male,97.52,1.73,32.69
B42034,Male,77.11,1.73,25.85
B42064,Male,89.81,1.78,28.41
B42068,Male,95.25,1.7,32.89
B42080,Male,95.25,1.85,27.71
B42081,Male,154.22,1.73,51.7
B42082,Male,81.65,1.75,26.58
B42100,Male,81.65,1.73,27.37
B42105,Male,83.91,1.83,25.09
B42111,Male,81.65,1.88,23.11
B42126,Male,85.73,1.73,28.74
B42127,Male,96.62,1.78,30.56
B42132,Male,110.22,1.75,35.88
B42134,Male,84.82,1.83,25.36
B42140,Male,71.21,1.78,22.53
B42142,Male,99.79,1.83,29.84
B42191,Male,99.79,1.83,29.84
B42218,Male,80.74,1.83,24.14
B42221,Male,72.57,1.7,25.06
B42226,Male,85.28,1.68,30.34
B42228,Male,96.62,1.75,31.45
B42251,Male,101.15,1.75,32.93
